,classes,relations
004705,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
004706,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004710,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004714,[ 0  0  0  0  0  0  0  0  0 10  0  0  0  0  0  0 15  0  5  0  0],[ 0  2  0  0 13]
004715,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
004718,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 1 0 1]
004723,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 0 2]
004735,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
004737,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004742,[ 0  0  0  0  0 55  0  0  0 11  0 11  0  0  0 44 11  0  0  0  0],[ 0 18  2  1 45]
004743,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004747,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004748,[0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 5]
004753,[0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 1 4]
004754,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1],[0 0 0 0 1]
004760,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 0 0 1]
004773,[0 0 0 0 0 0 0 0 0 6 0 3 0 0 0 0 0 0 0 0 3],[0 2 0 0 4]
004776,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004779,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004782,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004783,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004790,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 1 1]
004792,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004793,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004794,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004797,[ 0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  8  0  0  0  0  0],[0 2 0 0 8]
004799,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004801,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 1 0 0]
004808,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004815,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004823,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004828,[ 0  0  0  0  0  0  0 15  0  0  0  0  0  0  0 15  0  0  0  0  0],[ 0  4  0  0 11]
004830,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
004832,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004836,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
004837,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],[0 0 0 0 1]
004841,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
004842,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0],[0 4 0 0 6]
004846,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0],[0 3 0 0 0]
004848,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004849,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004857,[ 0  0  0  0  0  0  0  0  0 56  0 56  0  0  0 98  0  0  0  0  0],[ 0 26  0  0 79]
004869,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004873,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004876,[ 0  0  0 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  0  0  0 10]
004879,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 0 0 2]
004882,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0],[0 2 0 0 1]
004885,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004897,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 0 0 0 3]
004898,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0],[0 1 0 0 5]
004902,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 3 1 0 2]
004905,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004907,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004910,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004911,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 0]
004913,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 210   0   0
   0   0   0]",[ 0 32  0  0 73]
004929,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004946,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 2]
004951,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 0]
004955,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1],[0 1 0 0 0]
004958,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004961,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004962,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004966,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004968,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 0 0 1 0]
004972,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004973,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
004974,[ 0  0  0 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 8 0 0 7]
004976,[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  0 16  0  0  0  0  0],[0 7 0 0 3]
004984,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004987,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
004990,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0],[0 0 0 1 0]
004991,[ 0  0  0  0  0  0  0  0  0 20  0  5  0  0  0  0  5  0  0  0  0],[0 7 0 0 8]
004992,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004995,[ 0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  8  0  0  0  0  0],[0 8 0 0 2]
005001,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 56  0  0  0],[ 0 11  0  0 17]
005004,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
005006,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005007,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
005016,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005018,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005020,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005023,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005024,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005026,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005027,[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 6 0 0 0 0 3],[0 2 0 0 4]
005029,[ 0  0 28  0  0  0  0  0  0  0  0  0  0  0  0 28  0  0  0  0  0],[ 0  5  0  0 23]
005032,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005033,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005045,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005047,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005052,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 0 1 1]
005057,[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 2]
005058,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0],[0 0 0 0 1]
005061,[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  0 12  4  0  0  0  0],[0 5 0 0 5]
005065,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005068,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005071,"[  0   0   0   0   0   0   0 210   0   0   0   0   0   0   0   0   0   0
   0   0   0]",[ 0  7  0  0 98]
005073,[ 0  0  0  0 42  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  1  0  0 20]
005078,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005084,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005086,[0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 6 0 0 0 0 0],[0 3 0 0 3]
005090,[ 0  0  0  0  0  0  4  4  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 3 0 1 6]
005093,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0],[0 2 0 0 1]
005094,[0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0],[0 1 0 0 2]
005097,[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 3 0 0],[0 6 0 0 0]
005101,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0]
005107,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 0 1]
005108,[0 3 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 5]
005114,[0 0 0 0 0 0 0 0 0 0 6 0 0 3 0 3 0 0 0 0 0],[0 1 0 0 5]
005121,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005122,[ 0  0  5  0  0 10  0  0  0  0  0  0  0  0  0 15  0  0  0  0  0],[0 5 0 2 8]
005124,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005129,[ 0  0  0  0  0  0  0  0  0 30  0  0  0  0  0  6  6  0  0  0  0],[ 0  8  0  0 13]
005130,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005134,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 240   0   0
   0   0   0]",[  0   5   0   0 115]
005138,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005143,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[1 0 0 0 0]
005153,[ 0  0  0  0  0  0  0  0  0 28  0  0  0  0  0  0  0  0  0  0 28],[ 0  7  0  0 21]
005156,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 3 3 0 0 0 0 0],[0 3 0 0 3]
005168,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005169,[0 0 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 5]
005171,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005173,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0  32 240   0   0
   0   0   0]",[  0  35   0   0 101]
005177,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
005181,[ 0  0  0  0 56  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  5  0  0 23]
005183,[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0],[0 1 2 0 0]
005186,[0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 8 0 4 0 0],[0 2 0 0 8]
005189,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
005190,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],[0 0 0 0 1]
005191,"[  0   0   0   0   0   0   0   0   0 210   0  30   0   0   0   0   0   0
   0   0   0]",[ 0 35  0  6 79]
005202,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005203,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 0 1 0 0]
005208,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005215,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
005217,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005219,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0],[0 6 0 0 9]
005223,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
005231,[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 3 0 0],[0 4 1 0 1]
005236,[0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0],[0 3 0 0 3]
005244,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005245,[0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 6 0 0 0 0 0],[0 4 0 0 2]
005246,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005257,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005258,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
005259,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005260,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0 0],[0 3 0 0 3]
005262,[0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
005269,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0],[0 1 0 0 0]
005273,[0 0 4 0 0 0 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0],[0 6 0 0 4]
005283,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 0 2]
005285,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005288,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
005290,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005292,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
005297,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 1 0]
005303,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 1 0 0]
005304,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 1 0 0]
005307,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 1 0 0]
005310,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 0 1]
005311,[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  0 16  0  0  0  0  0],[0 4 0 0 6]
005318,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005327,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0 0],[0 1 0 2 0]
005336,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0],[0 0 0 1 0]
005337,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005338,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005344,[0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 6 0 0 0]
005345,[ 0  0  0  0  0  4  0  0  0 12  0  4  0  0  0  0  0  0  0  0  0],[0 5 0 0 5]
005351,[ 0  0  0  0  0  0  0  0  0  0  0  0  0 35  0 21  0  0  0  0  0],[ 0  5  0  0 23]
005358,[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005360,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 0 0 0 1]
005363,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0]
005368,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 1 0 0]
005369,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005373,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005374,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 9 0 0 0 0 0],[0 1 3 0 2]
005387,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005388,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005389,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005391,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005396,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2],[0 0 0 1 2]
005404,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005405,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005406,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005408,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005410,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
005413,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005414,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  8  0  0  0  0  0],[0 6 0 0 4]
005417,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005420,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005424,[0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 4 0 0 2]
005433,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 0 1 0 0]
005440,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005445,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005448,[ 0  0  0  0  0  0 12  0  0  0  0  0  0  0 72 72  0  0  0  0  0],[ 0 12  0  0 66]
005450,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005451,[ 0  0  0  0  0  0  0  0  0  0  0  5  0  0  0 25  0  0  0  0  0],[0 6 0 0 9]
005453,[0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0 0 0],[0 2 0 0 1]
005455,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005457,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 0 0 0 3]
005467,[ 0  0  0  0  0  6  0  0  0  0  0  6  0  0  0 30  0  0  0  0  0],[ 0  8  0  0 13]
005478,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 3 0 0],[0 5 0 0 1]
005483,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005487,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 2 0 0 1]
005489,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005496,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
005499,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005508,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
005509,"[  0  20   0   0   0   0   0 120   0   0   0   0   0   0   0  24   0   0
   0   0   0]",[  0  12   0  14 184]
005511,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
005514,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005515,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0],[0 4 0 0 2]
005519,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
005524,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 1 0 0 0]
005526,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2],[0 2 0 0 1]
005527,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
005536,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005541,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0],[0 1 1 0 4]
005542,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 110   0   0
   0   0   0]",[ 0  8  0  0 47]
005544,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
005547,[0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 2 0 0 0 0 0],[0 2 0 0 1]
005563,[0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 8 0 0 0 0 4],[0 4 0 1 5]
005566,[ 0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 0 0 0 6]
005568,[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0],[0 0 0 0 1]
005574,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
005579,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005582,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 4 0 1 5]
005585,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 0 1]
005591,"[  0   0   0   0   0   0   0   0   0 121   0  11   0   0   0   0   0   0
   0   0   0]",[ 0 13  0  3 50]
005592,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005599,[0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 6 0 0 0]
005600,[0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 4]
005601,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
005603,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
005605,"[  0   0   0   0   0 230   0   0   0  69   0   0   0   0   0   0 184   0
  23   0  46]",[ 0 18  0  1  1]
005609,[ 0  0  0  0  0  0  0 30  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 9 0 0 6]
005611,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
005624,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
